,publication_title,publication_year,google_scholar_link,journal_name,contributors,citations,Department 
Dr Avtar Singh,finding in resource constrained industrial settings”,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:3BvdIg-l-ZAC,"International J Key words, 0","AK Singh, DK Bhaglani, R Kumar, V Kumari",,
Dr Avtar Singh,"Propagational Features of Magnetospheric VLF Emmissions Observed at Lucknow, India",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:Gb6Hms-Uo9kC,,"AK Singh, UP Verma",,
Dr Avtar Singh,Toxic Effects of Dimethoate and Carbaryl Pesticides on Protein Metabolism of the Freshwater Snail Lymnaea,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:oqD4_j7ulsYC,,"PK Tripathi, A Singh",,
Dr Avtar Singh,WA TER RE QUIRE MENT AND IR RI GA TION SCHED UL ING THROUGH DRIP SYS-TEMS IN CAB BAGE (Bras sica oleracea var. capitata),,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:V_vSwabWVtYC,,"A Ab dul Haris, S Kumar, AK Singh",,
Dr Avtar Singh,Fabrication Techniques for Quantum Dots,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:txeM2kYbVNMC,"Materials Research Foundations 96, 0",AK Singh,,
Dr Avtar Singh,Field Efficacy of Biorational Insecticides Based Modules for the Management of Helicoverpa armigera (Hübner) in Chickpea,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:3lUAU8Oskd0C,,"S Singh, BK Singh, AK Singh, R Pandey, MK Mishra, SK Singh, K Singh, ...",,
Dr Avtar Singh,"FABRICATION OF MULTIFILAMENTARY NIOBIUM-TITANIUM SUPERCONDUCTING WIRE AND CABLE: TECHNOLOGICAL CAPABILITIES AVAILABLE AT ATOMIC FUELS DIVISION, BARC",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:I858iXPj1OkC,,"AK Singh, MM Hussain, SP Singh, RP Singh",,
Dr Avtar Singh,RELIABILITY OF MEDIUMI RANGE WEATHER roccasr IN EASTERN PLANE ZONE OF UTTAR PRADESH,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:natZJ_-F0IUC,,"AN MISHIRA, P TRIPATHI, AK SINGH, A KUMAR",,
Dr Avtar Singh,from Leaves of Eupatorium adenophorum (L.) Spreng.,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:wyM6WWKXmoIC,,"N Anjum, P Tripathi, AK Singh, YC Tripathi",,
Dr Avtar Singh,Statiscal analysis of whistler recorded by automatic whistler detector at Varanasi,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:yTLRzDEmwhEC,,"Y Tripathi, SB Singh, AK Singh",,
Dr Avtar Singh,Study of Ground Plane FD SOl Structures at 25 nrn,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:n3vGvpFsckwC,,A Singh,,
Dr Avtar Singh,Factors affecting the extent of knowledge about mango post-harvest management practices,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:2vr6o8x5NLkC,,"SK Singh, AK Singh",,
Dr Avtar Singh,28. Miscellaneous Works,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:jmjb1lOE9QIC,,"JS Ahluwalia, JK Ahuja, SS Alag, A Singh, AS Maharaja, MR Anand, ...",,
Dr Avtar Singh,"DIVERSITY, DISTRIBUTION, AND STATUS OF ORCHIDS IN UPPER B DIVERSITY, DISTRIBUTION, AND STATUS OF ORCHIDS IN UPPER BEAS CATCHMENT AND PARBATI VAL CATCHMENT AND PARBATI VALLEY OF …",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:pQTOvowfQioC,,"T Barman, A Jyoti, S Marpa, M Lal, A Singh, P Sharma, SS Samant",,
Dr Avtar Singh,Power System Stability Using FACTS,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:hGdtkIFZdKAC,,"A Sharma, AK Singh",,
Dr Avtar Singh,sustainable rural development: a case study from the Garhwal Himalaya,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:tHtfpZlB6tUC,,"RK Maikhuri, RL Sentval, A Singh, MC Nautiyal",,
Dr Avtar Singh,"Seam Wise Variation in RMR and Safe Design of Support for Gare Palma IV/8 Mine, ACL, Raigarh-A CMRI Geo-mechanical Approach",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:1tZ8xJnm2c8C,,"A Paul, N Kumar, P Kumar, AK Singh",,
Dr Avtar Singh,Effect of chemical coating and other treatments on physico-chemical changes during storage of Litchi fruits (Litchi chinensis Sonn.) cv. Deshi,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:rbm3iO8VlycC,,"AK Singh, R Kumari, JN Singh",,
Dr Avtar Singh,USE OF PEROXIDASE ISOZYME PAT TERNS FOR CHAR AC TER IZA TION OF MAIZE INBREDS (ZEA MAYS L.),,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:TlpoogIpr_IC,,"R Kumari, AK Singh, VK Sharma",,
Dr Avtar Singh,Isozyme analysis based genetic diversity studies in maize inbreds (Zea mays L.),,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:EPG8bYD4jVwC,,"R Kumari, AK Singh, VK Sharma, M Kumar",2,
Dr Avtar Singh,STEM CELL-DERIVED MODELS IN TOXICOLOGY,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:O0nohqN1r9EC,,"A Singh, V Verma, CB Yadav, N Tabassum, M Kumar, A Kumar",,
Dr Avtar Singh,STEM CELL THERAPY IN DIABETES,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:1DsIQWDZLl8C,,"A Singh, V Verma, N Tabassum, CB Yadav, M Kumar, A Kumar, MP Singh",,
Dr Avtar Singh,PROGRESS AND PROSPECTS OF NANOTECHNOLOGY IN STEM CELLS,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:kWvqk_afx_IC,"stem cells 1, 23, 0","N Tabassum, V Verma, CB Yadav, A Singh, M Kumar, A Kumar, MP Singh",,
Dr Avtar Singh,EPIGENETICS IN PLURIPOTENT STEM CELLS,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:ce2CqMG-AY4C,,"N Tabassum, V Verma, CB Yadav, A Singh, M Kumar, A Kumar, MP Singh",,
Dr Avtar Singh,25. Sikhism & Other Religions,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:U_HPUtbDl20C,,"JS Ahluwalia, A Ahmad, JC Archer, A Singh, A Singh, J Barrow, ...",,
Dr Avtar Singh,REGULATORY NETWORKS IN MESENCHYMAL STEM CELLS,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:prdVHNxh-e8C,,"N Tabassum, V Verma, CB Yadav, M Kumar, A Kumar, A Mukherjee, ...",,
Dr Avtar Singh,"STUDY ON VARI ABIL ITY, HERITABILITY AND GE NETIC AD VANCE IN OKRA [Abelmoschus esculantus (L.) Monch]",,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:4X0JR2_MtJMC,,"AK Singh, JR Yadav, KP Singh, M Singh, K Kumar",,
Dr Avtar Singh,Convalescing Soil Functionality of Degraded Lands: An Experience from Semi-Arid India,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:Ak0FvsSvgGUC,,"A Chandra, H Baradwal, A Ghosh, AK Singh, SS Manjangouda",,
Dr Avtar Singh,Identification of Congenial Climatic Condition for Optimum Yield of Chickpea Under Prevailing Weather Condition in Eastern Uttar Pradesh,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:nVrZBo8bIpAC,,"A KUMAR, AK SINGH, A KUMAR, P TRIPATHI, AN MISHRA, SR MISHRA",,
Dr Avtar Singh,Genetic variation in quality traits of carrot,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:oNZyr7d5Mn4C,,"KS CHANDEL, AK SINGH, RS RATTAN",,
Dr Avtar Singh,Recent Performance of Agro meteorological Services for Uttar Pradesh,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:35r97b3x0nAC,,"AK Singh, JP Gupta",,
Dr Avtar Singh,Arachidonic acid cascade inhibitors modulate phorbol ester-induced oxidative stress in female ICR mouse skin: differential roles of 5-lipoxygenase and cyclooxygenase-2 in …,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:abG-DnoFyZgC,,"E Fernandes, SA Toste, JLFC Lima, S Reis, L József, JG Filep, ...",,
Dr Avtar Singh,l6. Influence of growth regulating substances on rooting of cuttings of,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:3s1wT3WcHBgC,,"AK Singh, R Singh",,
Dr Avtar Singh,ERGONOMIC AND ECONOMIC EVALUATION OF TWO MODELS OF SHRUB CUTTERS FOR HARVESTING OF LANTANA IN KANDI AREAS OF PUNJAB,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:bEWYMUwI8FkC,,"H Kaur, N Kaur, A Singh",,
Dr Avtar Singh,Studies on Role of Knowledge and Attitude for the Transfer of Zero Tillage Technology under the Punjab Conditions,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=UN4_VkEAAAAJ&cstart=700&pagesize=100&sortby=pubdate&citation_for_view=UN4_VkEAAAAJ:IWHjjKOFINEC,"ZERO TILLAGE–THE VOICE OF FARMERS, 44, 0","A Singh, HK Virk, SS Brar",,
Dr Shefali Arora Chouhan,Authentication Techniques Using IoT and Deep Learning,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:TQgYirikUcIC,"Beyond Artificial Intelligence: Select Proceedings of the International …, 2025","N Kumar, S Arora",,
Dr Shefali Arora Chouhan,Federated Learning in Smart Farming: Applications and Challenges,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:HDshCWvjkbEC,"Convergence of AI, Federated Learning, and Blockchain for Sustainable …, 2025","S Gupta, S Arora, S Qamar",1,
Dr Shefali Arora Chouhan,Fog Computing Security Concerns in Healthcare Using IoT and Blockchain,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:-f6ydRqryjwC,"AI‐Based Advanced Optimization Techniques for Edge Computing, 231-252, 2025","R Mittal, S Gupta, S Arora",1,
Dr Shefali Arora Chouhan,Trustworthy AI in Biometrics: A Comprehensive Review of Trends and Challenges,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:hC7cP41nSMkC,"Journal of Graphic Era University, 91-118, 2025","S Arora, K Goel, S Gupta, R Mittal, AK Shrivastava",,
Dr Shefali Arora Chouhan,Stock Market Prediction Using News Sentiment Analysis,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:hFOr9nPyWt4C,"International Conference on Mathematical Modeling and Computational Science …, 2025","S Gupta, S Arora, N Kumar",,
Dr Shefali Arora Chouhan,A Review of Behavioral Biometric Authentication Techniques Using IoT and Deep Learning,2025,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:R3hNpaxXUhUC,"International Conference On Artificial Intelligence, Computing, IOT and Data …, 2025","N Kumar, S Arora",,
Dr Shefali Arora Chouhan,"Blockchain-based deep learning in IoT, healthcare and cryptocurrency price prediction: a comprehensive review",2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:9ZlFYXVOiuMC,"International Journal of Quality & Reliability Management 41 (8), 2199-2225, 2024","S Arora, R Mittal, AK Shrivastava, S Bali",11,
Dr Shefali Arora Chouhan,A Comparative Analysis of Child Activity Recognition Using Machine Learning,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:L8Ckcad2t8MC,"International Conference on Advances in Information Communication Technology …, 2024","N Kumar, S Arora, L Aggrawal",,
Dr Shefali Arora Chouhan,Enhancing facial expression recognition through generative adversarial networks-based augmentation,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:QIV2ME_5wuYC,"International Journal of System Assurance Engineering and Management 15 (3 …, 2024","R Rani, S Arora, V Verma, S Mahajan, R Sharma",5,
Dr Shefali Arora Chouhan,A robust approach for licence plate detection using deep learning,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:mVmsd5A6BfQC,"Inteligencia Artificial 27 (73), 129-141, 2024","S Arora, R Mittal, D Arora, AK Shrivastava",7,
Dr Shefali Arora Chouhan,EEG Signal Classification for Epileptic Seizure Detection: A Review of Machine Learning Approaches,2024,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:IWHjjKOFINEC,"Journal of Multi Disciplinary Engineering Technologies 18 (01), 2024","S Arora, N Chugh",2,
Dr Shefali Arora Chouhan,An evaluation of denoising techniques and classification of biometric images based on deep learning,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:_kc_bZDykSQC,"Multimedia Tools and Applications 82 (6), 8287-8302, 2023","S Arora, R Mittal, H Kukreja, MPS Bhatia",11,
Dr Shefali Arora Chouhan,A robust framework for spoofing detection in faces using deep learning,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:MXK_kJrjxJIC,"The Visual Computer 38 (7), 2461-2472, 2022","S Arora, MPS Bhatia, V Mittal",47,
Dr Shefali Arora Chouhan,Intelligent audio analysis techniques for identification of music in smart devices,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:hqOjcs7Dif8C,"Internet Technology Letters 5 (2), e268, 2022","P Mangla, S Arora, MPS Bhatia",4,
Dr Shefali Arora Chouhan,Challenges and opportunities in biometric security: A survey,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:0EnyYjriUFMC,"Information Security Journal: A Global Perspective 31 (1), 28-48, 2022","S Arora, MPS Bhatia",50,
Dr Shefali Arora Chouhan,"An Extensive Study on Deep Learning: Techniques, Applications.",2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:5nxA0vEk-isC,"Archives of Computational Methods in Engineering 28 (7), 2021","R Mittal, S Arora, V Bansal, MPS Bhatia",24,
Dr Shefali Arora Chouhan,Privacy protection of biometric templates using deep learning,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:KlAtU1dfN6UC,"Innovations in Cyber Physical Systems: Select Proceedings of ICICPS 2020, 19-27, 2021","S Arora, MPS Bhatia, H Kukreja, S Jain",3,
Dr Shefali Arora Chouhan,A survey of popular digital forensic tools,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:kNdYIx-mwKoC,"Cyber Crime and Forensic Computing, 1-26, 2021","S Arora, R Mittal, MPS Bhatia",2,
Dr Shefali Arora Chouhan,A secure framework to preserve privacy of biometric templates on cloud using deep learning,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:ULOm3_A8WrAC,"Recent Advances in Computer Science and Communications (Formerly: Recent …, 2021","S Arora, MPS Bhatia",2,
Dr Shefali Arora Chouhan,"An insight into tool and software used in AI, machine learning and data analytics",2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:8k81kl-MbHgC,"AI and Machine Learning Paradigms for Health Monitoring System: Intelligent …, 2021","R Mittal, S Arora, P Kuchhal, MPS Bhatia",3,
Dr Shefali Arora Chouhan,Privacy Enhancement in Biometric Systems by Template Protection using Deep Learning,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:qUcmZB5y_30C,"Int. J. Sci. Res. in Computer Science and Engineering Vol 9 (1), 2021","H Kukreja, S Jain, S Arora, MPS Bhatia",,
Dr Shefali Arora Chouhan,Biometric Monitoring in Healthcare IoT Systems Using Deep Learning,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:3fE2CSJIrl8C,"IoT Security Paradigms and Applications, 285-301, 2020","S Arora, MPS Bhatia, G Kaur",,
Dr Shefali Arora Chouhan,Presentation attack detection for iris recognition using deep learning,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:WF5omc3nYNoC,"International Journal of System Assurance Engineering and Management 11 …, 2020","S Arora, MPS Bhatia",25,
Dr Shefali Arora Chouhan,An Efficient Image Compression Technique for Big Data Based on Deep Convolutional Autoencoders,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:_FxGoFyzp5QC,"Proceedings of First International Conference on Computing, Communications …, 2020","S Arora, MPS Bhatia",,
Dr Shefali Arora Chouhan,Fingerprint spoofing detection to improve customer security in mobile financial applications using deep learning,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:YsMSGLbcyi4C,"Arabian journal for science and engineering 45 (4), 2847-2863, 2020","S Arora, MPS Bhatia",48,
Dr Shefali Arora Chouhan,A Comparison of Various Optimizers for Handwriting Recognition using Deep Learning,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:ufrVoPGSRksC,"Proceedings of the International Conference on Innovative Computing …, 2020","S Arora, MPS Bhatia",,
Dr Shefali Arora Chouhan,A multimodal biometric system for secure user identification based on deep learning,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:Se3iqnhoufwC,"International Congress on Information and Communication Technology, 95-103, 2020","S Arora, MPS Bhatia, H Kukreja",22,
Dr Shefali Arora Chouhan,Biometrics for forensic identification in web applications and social platforms using deep learning,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:UeHWp8X0CEIC,"Forensic Investigations and Risk Management in Mobile and Wireless …, 2020","S Arora, MPS Bhatia",5,
Dr Shefali Arora Chouhan,Reviewer Summary for Transactions on Image Processing,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:4TOpqqG69KYC,"IEEE Transactions on Image Processing 28 (12), 6237, 2019","A Abbas, M Abbasi, A Abdel-Hakim, M Abdelkader, M Abdoli, M Abebe, ...",2,
Dr Shefali Arora Chouhan,A robust approach to detect video-based attacks to enhance security,2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:eQOLeE2rZwMC,"International Journal of Innovative Computing and Applications 10 (3-4), 175-184, 2019","S Arora, MPS Bhatia",1,
Dr Shefali Arora Chouhan,Spoofed Fingerprint Detection Based on Time Series Fingerprint Image Analysis,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:u5HHmVD_uO8C,"2018 First International Conference on Secure Cyber Computing and …, 2018","S Arora, N Maheshwari, MPS Bhatia",1,
Dr Shefali Arora Chouhan,A computer vision system for iris recognition based on deep learning,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:u-x6o8ySG0sC,"2018 IEEE 8th International Advance Computing Conference (IACC), 157-161, 2018","S Arora, MPS Bhatia",25,
Dr Shefali Arora Chouhan,Handwriting recognition using deep learning in keras,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:qjMakFHDy7sC,"2018 International Conference on Advances in Computing, Communication …, 2018","S Arora, MPS Bhatia",36,
Dr Shefali Arora Chouhan,Privacy Protection and Intrusion Avoidance for Cloudlet-based Medical Data Sharing,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:4DMP91E08xMC,"Perspectives in Communication, Embedded-systems and Signal-processing-PiCES …, 2018","KM Shalini, S Anjum, C Suchitra, M Veena, S Arora",1,
Dr Shefali Arora Chouhan,A robust approach for gender recognition using deep learning,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:Tyk-4Ss8FVUC,"2018 9th international conference on computing, communication and networking …, 2018","S Arora, MPS Bhatia",22,
Dr Shefali Arora Chouhan,Automated cryptocurrencies prices prediction using machine learning,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:d1gkVwhDpl0C,"Division of Computer Engineering, Netaji Subhas Institute of Technology …, 2018","R Mittal, S Arora, MPS Bhatia",48,
Dr Shefali Arora Chouhan,Comparative Evaluation of N-Butyl-2-Cynoacrylate and Silk Sutures in Closure of Intraoral Incisions: A Prospective Clinical Study,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:7PzlFSSx8tAC,"Baba Farid University Dental Journal 8 (1), 16-23, 2018","SS Arora, S Goyal, I Kumar, R Sharma, S Arora, D Prashar",,
Dr Shefali Arora Chouhan,Oral and Maxillofacial Surgery: Central Odontogenic Fibroma: A Case Report.,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RYm6f-YAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=RYm6f-YAAAAJ:dhFuZR0502QC,"Clinical Dentistry (0974-3979) 12 (1), 2018","R Kumar, I Kumar, S Arora, N Kumar, A Mehta",,
