,publication_title,publication_year,google_scholar_link,journal_name,contributors,citations,Department 
Dr Samayveer Singh,Energy‐optimized cluster head selection based on enhanced remora optimization algorithm in underwater wireless sensor network,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:RwQ8IgSj6xkC,"International Journal of Communication Systems, e5560, 2023","K Kumar Tiwari, S Singh",13,Computer Science and Engineering 
Dr Samayveer Singh,High Payload Lossless Steganography Using Image Interpolation,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:5AT-p8ixKR4C,"Security and Communication Networks 2023 (1), 2068813, 2023","RP Sharma, A Malik, S Singh, S Agarwal, R Kumar",3,Computer Science and Engineering 
Dr Samayveer Singh,Encoder-Decoder Architecture for Image Steganography using Skip Connections.,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:hwlm9Y4obscC,"Procedia Computer Science 218, 1122-1131, 2023","A Kumar, R Rani, S Singh",15,Computer Science and Engineering 
Dr Samayveer Singh,A robust and secure user authentication scheme based on multifactor and multi‐gateway in IoT enabled sensor networks,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:j33aPA1ap8EC,"Security and Privacy, e335, 2023","R Kumar, S Singh, D Singh, M Kumar, SS Gill",15,Computer Science and Engineering 
Dr Samayveer Singh,A secure and efficient computation based multifactor authentication scheme for Intelligent IoT-enabled WSNs,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:SZzxPo9m4nkC,"Computers and Electrical Engineering 105, 108495, 2023","R Kumar, S Singh, PK Singh",28,Computer Science and Engineering 
Dr Samayveer Singh,MPPT-EPO optimized solar energy harvesting for maximizing the WSN lifetime,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:BzPC9jo9PWgC,"Peer-to-Peer Networking and Applications 16 (1), 347-357, 2023","P Gupta, S Tripathi, S Singh, VS Gupta",16,Computer Science and Engineering 
Dr Samayveer Singh,Multifactor Authentication Schemes for Multiserver Based Wireless Application: A Review,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:AmQcmOVUwm0C,"2023 Third International Conference on Secure Cyber Computing and …, 2023","Y Nogia, S Singh, V Tyagi",8,Computer Science and Engineering 
Dr Samayveer Singh,"An Analysis Study of Security Threats, Vulnerabilities Challenges of Cyber-Physical Systems",2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:EVUe1p4rgj0C,"IoT, Big Data and AI for Improving Quality of Everyday Life: Present and …, 2023","JA Wani, S Singh, A Malik, PK Singh",1,Computer Science and Engineering 
Dr Samayveer Singh,Modified energy-proficient partial coverage methodology for optimizing coverage in WSN,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:-cHHJ4ChvFsC,"Multimedia Tools and Applications 82 (15), 22669-22685, 2023","Manju, S Singh",3,Computer Science and Engineering 
Dr Samayveer Singh,A novel cluster head selection algorithm based IoT enabled heterogeneous WSNs distributed architecture for smart city,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:7uOkfv6XYJ4C,"Microprocessors and Microsystems 101, 104892, 2023","S Singh, D Garg, A Malik",26,Computer Science and Engineering 
Dr Samayveer Singh,A genetic-algorithm-based dynamic transmission of data for communicable disease in IoMT environment,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:K1AqHrCRkPsC,"IEEE Internet of Things Journal 11 (1), 1427-1438, 2023","S Singh, AS Nandan, G Sikka, A Malik, N Kumar",23,Computer Science and Engineering 
Dr Samayveer Singh,Innovative image interpolation based reversible data hiding for secure communication,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:yBJCJstOu-sC,"Discover Internet of Things 3 (1), 22, 2023","R Punia, A Malik, S Singh",9,Computer Science and Engineering 
Dr Samayveer Singh,An interpolation-based reversible data hiding scheme for internet of things applications,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:mzRTpvMFn3IC,"Discover Internet of Things 3 (1), 18, 2023","R Punia, A Malik, S Singh",12,Computer Science and Engineering 
Dr Samayveer Singh,Robust Semi-supervised Medical Image Classification: Leveraging Reliable Pseudo-labels,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:NRnkAyzcrGMC,"International Conference on Computer Vision and Image Processing, 27-38, 2023","D Kumar, G Sikka, S Singh",,Computer Science and Engineering 
Dr Samayveer Singh,Ai-based sustainable and intelligent offloading framework for iiot in collaborative cloud-fog environments,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:DoBzxrgsGIIC,"IEEE Transactions on Consumer Electronics 70 (1), 1414-1422, 2023","M Kumar, GK Walia, H Shingare, S Singh, SS Gill",70,Computer Science and Engineering 
Dr Samayveer Singh,Design of 3-D Pipe Routing for Internet of Things Networks Using Genetic Algorithm,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:OKy9v0bssVUC,"6G Enabled Fog Computing in IoT: Applications and Opportunities, 261-283, 2023","V Maan, A Malik, S Singh, D Sharma",,Computer Science and Engineering 
Dr Samayveer Singh,GM-WOA: a hybrid energy efficient cluster routing technique for SDN-enabled WSNs.,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:X41XOdD1uaEC,"Journal of Supercomputing 79 (13), 2023","V Tyagi, S Singh",21,Computer Science and Engineering 
Dr Samayveer Singh,IoT-Based Smart Indoor Navigation System with Voice Assistance for Museums,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:D4n_APcuzvwC,"International Conference on Communication and Intelligent Systems, 449-457, 2023","Manju, S Singh, S Kumar",,Computer Science and Engineering 
Dr Samayveer Singh,Network resource management mechanisms in SDN enabled WSNs: A comprehensive review,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:geVfx-PNG5EC,"Computer Science Review 49, 100569, 2023","V Tyagi, S Singh",27,Computer Science and Engineering 
Dr Samayveer Singh,Reversible data hiding with high visual quality using pairwise PVO and PEE,2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:yqZeyBDMhiUC,"Multimedia Tools and Applications 82 (20), 30733-30758, 2023","N Kumar, R Kumar, A Malik, S Singh, KH Jung",22,Computer Science and Engineering 
Dr Samayveer Singh,A Review on Various Deepfakes',2023,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:hzvVvKpMvx4C,"Proceedings of Fourth International Conference on Computing, Communications …, 2023","M Pandey, S Singh",,Computer Science and Engineering 
Dr Samayveer Singh,ECICM: An Efficient Clustering,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:9LrdxYebArsC,"Recent Innovations in Computing: Proceedings of ICRIC 2021, Volume 2 855, 249, 2022","S Singh, A Malik, PK Singh",1,Computer Science and Engineering 
Dr Samayveer Singh,Optimized routing technique for IoT enabled software-defined heterogeneous WSNs using genetic mutation based PSO,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:m44aUaJR3ikC,"Computer Standards & Interfaces 79, 103548, 2022","R Ramteke, S Singh, A Malik",67,Computer Science and Engineering 
Dr Samayveer Singh,An IIoT based secure and sustainable smart supply chain system using sensor networks,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:-Z8x4v2cOtkC,"Transactions on Emerging Telecommunications Technologies, e4681, 2022","S Singh, M Kumar, OP Verma, R Kumar, SS Gill",11,Computer Science and Engineering 
Dr Samayveer Singh,A survey of recent advances in image steganography,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:vkDViGfkvYEC,"Security and Privacy, e281, 2022","A Kumar, R Rani, S Singh",22,Computer Science and Engineering 
Dr Samayveer Singh,Monitoring in Heterogeneous WSNs,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:bXvxhPDrUX0C,"Recent Innovations in Computing: Proceedings of ICRIC 2021, Volume 2 855, 53, 2022","S Singh, A Malik, PS Mehra, PK Singh",,Computer Science and Engineering 
Dr Samayveer Singh,A secure energy-efficient routing protocol for disease data transmission using IoMT,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:0kYikfLtzSYC,"Computers and Electrical Engineering 101, 108113, 2022","S Singh, AS Nandan, G Sikka, A Malik, A Vidyarthi",42,Computer Science and Engineering 
Dr Samayveer Singh,Special issue on emerging technologies for information hiding and forensics in multimedia systems,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:3ssty3PwuTgC,"Multimedia Tools and Applications 81 (14), 19463-19470, 2022","S Singh, KH Jung",6,Computer Science and Engineering 
Dr Samayveer Singh,Reversible Data Hiding with Absolute Quality Preserving Feature in Animated GIF,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:UPMPWMAU16oC,"대한전자공학회 학술대회, 2143-2147, 2022","A Chola, LK Awasthi, S Singh, R Kumar, KH Jung",,Computer Science and Engineering 
Dr Samayveer Singh,Steganography Methods for GIF Images: A Review,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:t7izwRedFcYC,"International Conference on Computing, Communications, and Cyber-Security …, 2022","A Gupta, LK Awasthi, S Singh",,Computer Science and Engineering 
Dr Samayveer Singh,A Review on Various Deepfakes’ Detection Methods,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:D_YRMw8gybsC,"International Conference on Computing, Communications, and Cyber-Security …, 2022","M Pandey, S Singh",2,Computer Science and Engineering 
Dr Samayveer Singh,GWO-EFUCA: Grey Wolf Optimisation and Fuzzy Logic based Unequal Clustering and Routing protocol for sustainable WSN-based Internet of Things,2022,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:ZpfHopiqs50C,,"PS Mehra, K Jain, D Chawla, A Dagur, S Singh, J Sharma",22,Computer Science and Engineering 
Dr Samayveer Singh,A Review on Indian Summer Monsoon Rainfall Prediction Using Machine Learning Techniques,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:dBzKUGQurMsC,"2021 2nd International Conference on Secure Cyber Computing and …, 2021","A Kumar, S Singh",8,Computer Science and Engineering 
Dr Samayveer Singh,DEERS: Design Energy-Efficient Routing Scheme for Harsh Environment Monitoring in Heterogeneous WSNs,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:AOwgc6nnr1EC,"Recent Innovations in Computing: Proceedings of ICRIC 2021, Volume 2, 53, 2021","S Singh, A Malik, PS Mehra, PK Singh",,Computer Science and Engineering 
Dr Samayveer Singh,ECICM: An Efficient Clustering and Information Collection Method in Heterogeneous Wireless Sensor Networks,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:54SpJiyHbzwC,"Recent Innovations in Computing: Proceedings of ICRIC 2021, Volume 2, 249, 2021","S Singh, A Malik, PK Singh",,Computer Science and Engineering 
Dr Samayveer Singh,PVO based reversible data hiding technique for roughly textured images,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:ZJ-noXUx9mkC,"Multidimensional Systems and Signal Processing 32 (2), 533-558, 2021","G Kaur, S Singh, R Rani",10,Computer Science and Engineering 
Dr Samayveer Singh,Low bandwidth data hiding for multimedia systems based on bit redundancy,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:S0RksyIsHSIC,"Multimedia Tools and Applications, 2021","N Kumar, R Kumar, A Malik, S Singh",8,Computer Science and Engineering 
Dr Samayveer Singh,High‐quality reversible data hiding scheme using sorting and enhanced pairwise PEE,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:PPrs6GlykQcC,"IET Image Processing 16 (4), 1096-‌1110, 2021","G Kaur, S Singh, R Rani, R Kumar, A Malik",21,Computer Science and Engineering 
Dr Samayveer Singh,An Energy-Efficient Modified Metaheuristic Inspired Algorithm for Disaster Management System Using WSNs,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:CB6W3GmKGOEC,"IEEE Sensors Journal 21 (13), 15398-15408, 2021","S Singh, AS Nandan, A Malik, N Kumar, A Barnawi",50,Computer Science and Engineering 
Dr Samayveer Singh,Information Theory-based Techniques to Detect DDoS in SDN: A Survey,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:GDem9OnCwu8C,"2021 2nd International Conference on Secure Cyber Computing and …, 2021","S Patidar, S Singh",11,Computer Science and Engineering 
Dr Samayveer Singh,SCSZB: Sensor Congregate Stable Zonal-Based Routing Protocol Designed for Optimal WSN,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:gYnLYBw1zZMC,"Advances in Smart Communication and Imaging Systems: Select Proceedings of …, 2021","A Kumar Dwivedi, AK Sharma, Manju, S Singh, PS Mehra",11,Computer Science and Engineering 
Dr Samayveer Singh,Comparative Study of Disease Detection in Plants using Machine Learning and Deep Learning,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:WsFh9Szeq2wC,"2021 2nd International Conference on Secure Cyber Computing and …, 2021","N Ahmad, S Singh",17,Computer Science and Engineering 
Dr Samayveer Singh,Energy efficient rendezvous points based routing technique using multiple mobile sink in heterogeneous wireless sensor networks,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:Vch7EZszQGgC,"Wireless Networks 27 (6), 3733-3746, 2021","P Gupta, S Tripathi, S Singh",30,Computer Science and Engineering 
Dr Samayveer Singh,A Comprehensive Study of Reversible Data Hiding (RDH) Schemes Based on Pixel Value Ordering (PVO) G. Kaur et al.,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:u1IMlZnpNFQC,"Archives of Computational Methods in Engineering 28 (5), 3517-3568, 2021","G Kaur, S Singh, R Rani, R Kumar",58,Computer Science and Engineering 
Dr Samayveer Singh,An Optimized Genetic Algorithm for Cluster Head Election Based on Movable Sinks and Adjustable Sensing Ranges in IoT-Based HWSNs,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DONY6GUAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=DONY6GUAAAAJ:cxS_fjKIGZMC,"IEEE Internet of Things Journal 9 (7), 5027-5039, 2021","AS Nandan, S Singh, R Kumar, N Kumar",63,Computer Science and Engineering 
